epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
127,469.104,0.27997,0.43877,0.24783,0.87652,0,0.98533,0.9011,0.96626,0.89665,0.98533,0.9011,0.96626,0.88416,0.39241,0.80636,0.37025,1.11894,0,0.0001684,0.0001684,0.0001684
128,472.799,0.25423,0.41808,0.21737,0.85469,0,0.94217,0.94505,0.9672,0.88866,0.94217,0.94505,0.9672,0.87903,0.4166,0.80209,0.36752,1.15187,0,0.0001618,0.0001618,0.0001618
129,476.477,0.25968,0.42607,0.23812,0.8646,0,0.99077,0.9011,0.96851,0.89789,0.99077,0.9011,0.96851,0.88423,0.40065,0.80758,0.34127,1.14315,0,0.0001552,0.0001552,0.0001552
130,480.059,0.27301,0.47209,0.248,0.87655,0,0.97696,0.93199,0.96895,0.90062,0.97696,0.93199,0.96895,0.88339,0.40652,0.78892,0.33941,1.14593,0,0.0001486,0.0001486,0.0001486
131,483.764,0.23455,0.39162,0.22797,0.83812,0,0.9939,0.91209,0.9684,0.90242,0.9939,0.91209,0.9684,0.8833,0.40355,0.79397,0.3403,1.15092,0,0.000142,0.000142,0.000142
132,487.338,0.27515,0.42974,0.23486,0.8639,0,0.99096,0.91209,0.96813,0.8972,0.99096,0.91209,0.96813,0.88226,0.40214,0.80126,0.33736,1.15379,0,0.0001354,0.0001354,0.0001354
133,491.012,0.26568,0.43743,0.24331,0.86712,0,0.99287,0.92308,0.96903,0.90278,0.99287,0.92308,0.96903,0.88339,0.38669,0.82555,0.33396,1.12047,0,0.0001288,0.0001288,0.0001288
134,494.703,0.24167,0.40431,0.21459,0.86328,0,0.97699,0.93305,0.96907,0.89979,0.97699,0.93305,0.96907,0.88489,0.38726,0.82199,0.32669,1.11867,0,0.0001222,0.0001222,0.0001222
135,498.293,0.24627,0.38668,0.20827,0.85684,0,0.98706,0.92308,0.96906,0.90135,0.98706,0.92308,0.96906,0.88776,0.39408,0.81013,0.33375,1.13673,0,0.0001156,0.0001156,0.0001156
136,501.959,0.26057,0.41168,0.24354,0.8502,0,0.98244,0.92308,0.96889,0.90248,0.98244,0.92308,0.96889,0.88491,0.39103,0.79944,0.33486,1.13513,0,0.000109,0.000109,0.000109
137,505.678,0.25629,0.39772,0.25167,0.84953,0,0.97946,0.92308,0.96909,0.9058,0.97946,0.92308,0.96909,0.88035,0.38885,0.80778,0.33856,1.12536,0,0.0001024,0.0001024,0.0001024
138,509.288,0.26331,0.44823,0.2377,0.86194,0,0.98244,0.92308,0.96163,0.89707,0.98244,0.92308,0.96163,0.87452,0.39185,0.80673,0.34841,1.12232,0,9.58e-05,9.58e-05,9.58e-05
139,512.871,0.25501,0.42829,0.2382,0.85347,0,0.98506,0.92308,0.96114,0.90009,0.98506,0.92308,0.96114,0.87986,0.39287,0.8027,0.35127,1.12089,0,8.92e-05,8.92e-05,8.92e-05
140,516.465,0.24824,0.40982,0.23718,0.86377,0,0.96507,0.93407,0.96039,0.89222,0.96507,0.93407,0.96039,0.87735,0.40147,0.81731,0.35991,1.13298,0,8.26e-05,8.26e-05,8.26e-05
141,532.724,0.18286,0.30288,0.15992,0.81623,0,0.96516,0.93407,0.96666,0.90046,0.96516,0.93407,0.96666,0.8824,0.40136,0.83958,0.35516,1.13441,0,7.6e-05,7.6e-05,7.6e-05
142,536.352,0.18632,0.32227,0.16131,0.80584,0,0.96548,0.93407,0.96768,0.90004,0.96548,0.93407,0.96768,0.87786,0.39301,0.84641,0.35195,1.12612,0,6.94e-05,6.94e-05,6.94e-05
143,539.977,0.18355,0.301,0.17821,0.81927,0,0.96549,0.93407,0.96709,0.89863,0.96549,0.93407,0.96709,0.88199,0.38949,0.83873,0.35592,1.12478,0,6.28e-05,6.28e-05,6.28e-05
144,543.55,0.17675,0.30434,0.1549,0.8119,0,0.96523,0.93407,0.9675,0.89759,0.96523,0.93407,0.9675,0.88267,0.38636,0.84902,0.36879,1.12737,0,5.62e-05,5.62e-05,5.62e-05
145,547.199,0.1766,0.30146,0.15562,0.8189,0,0.96532,0.93407,0.96808,0.90055,0.96532,0.93407,0.96808,0.87783,0.38839,0.8538,0.36445,1.13756,0,4.96e-05,4.96e-05,4.96e-05
146,550.884,0.17606,0.30391,0.16497,0.81587,0,0.96541,0.93407,0.96676,0.90282,0.96541,0.93407,0.96676,0.88005,0.38717,0.83983,0.36874,1.12979,0,4.3e-05,4.3e-05,4.3e-05
147,554.649,0.17011,0.29167,0.15404,0.80234,0,0.9656,0.93407,0.95993,0.89507,0.9656,0.93407,0.95993,0.87256,0.38637,0.83893,0.37268,1.12237,0,3.64e-05,3.64e-05,3.64e-05
148,558.382,0.17132,0.29636,0.15576,0.82243,0,0.9648,0.93407,0.96005,0.89052,0.9648,0.93407,0.96005,0.87604,0.38506,0.84728,0.37267,1.12805,0,2.98e-05,2.98e-05,2.98e-05
149,562.081,0.17503,0.29155,0.15788,0.81225,0,0.965,0.93407,0.95993,0.89684,0.965,0.93407,0.95993,0.87412,0.38254,0.85979,0.36693,1.1266,0,2.32e-05,2.32e-05,2.32e-05
150,565.768,0.16847,0.29357,0.15104,0.81299,0,0.96487,0.93407,0.96623,0.89983,0.96487,0.93407,0.96623,0.87715,0.38201,0.86855,0.36444,1.12662,0,1.66e-05,1.66e-05,1.66e-05
